,Paragraphs,Originality Score
0,"To test the effectiveness of models, we need to conduct multiple experiments and take the average of results to compare it with the performance of the baseline or existing models. Significance test may be needed when the difference of performance of two models is small.
Qasr Ibrahim (Ibrahim Palace) is a historical castle and fort that is located in the north of Alqoat neighborhood, Hofuf, Al-Ahsa, Eastern Province, Saudi Arabia. Besides, it is called the dome Palace, AlQoat Palace or Ibrahim Castle. Ibrahim palace is the main architectural heritage from the Ottoman period of Al-Hofuf that was a Turkish military barracks. After that, the palace was taken and seized by King Abdul-Aziz Al Saud in April 13, 1913 (5th of First Jumada 1331 AH). The palace was constructed with a mosque that has a dome in 1555 (963 AH). During the next century, the palace was enlarged into a castle, prison and Turkish bath. In 2019, the Saudi Commission for Tourism and National Heritage has announced that the procedures of renovation of all parts of the palace have finished. This restoration process included rebuilding the fallen parts, painting the buildings and preparing a main square for the tourism activities and festivals.
Jai Bhim  is a 2021 Indian action film directed by Sajid Khan and produced by Fox Star Studios. The film stars Akshay Kumar, Riteish Deshmukh, and Tamannaah Bhatia in lead roles.

The story is set in the fictional town of Jai Bhim. It follows Bhim (Akshay Kumar), a humble taxi driver who is wrongly accused of a crime he did not commit, and his quest to clear his name and restore justice to his town. 

Development on the film began in early 2019, with Khan directing from a screenplay he wrote himself. Principal photography began in November that year in Mumbai and continued in other parts of Maharashtra until May 2020. The film was shot using anamorphic lenses, to give it a ""grittier"" look.

Jai Bhim was released worldwide on 3 June 2021, to generally positive reviews from critics. It grossed over $120 million worldwide, making it one of the highest-grossing Indian films of all time.
Our trained time series forecasting models are the backend for the prediction function, which is taking the user uploaded data from frontend as input and return the required prediction result. We divided the states into five groups, and each group is assigned with one model. In the project, we compare the performance of RNN and LSTM models on each group and select the better one. The RNN model can remember the previous input using its internal memory, which gives it the capability of capturing the pattern of time series. Since our goal is to predict the outbreak’s development at its early stage, the RNN model’s capability draws our attention. However, the RNN model may encounter the vanishing gradient problem which can result in difficulties in updating the parameters of model. Therefore, we also employ LSTM in our experiment, a model commonly used in processing time series that can solve the vanishing gradient problem. The structures of RNN and LSTM models we use are shown in the following figure.
",0.4064885496183206
1,"Love Season is the debut studio album by American singer-songwriter Brett Eldredge. The album was released on May 5, 2018, by Atlantic Records. The album was produced by Greg Kurstin and features collaborations with Meghan Trainor, Little Big Town, and Kelly Clarkson. The album debuted at number one on the ""Billboard"" 200 chart and has since been certified Platinum by the Recording Industry Association of America (RIAA). Love Season received mixed reviews from music critics. At Metacritic, which assigns a normalized rating out of 100 to reviews from mainstream publications, the album received an average score of 58, based on 17 reviews. In a positive review for ""Rolling Stone"", David Fricke wrote that Eldredge is ""a captivating singer with a winning voice and knack for finding the right song to tell his story"", concluding that ""Love Season is an engaging debut"". In a mixed review for ""The Observer"", Kitty Empire called the album ""middling"" and said that ""Eldredge's lacklustre lyrics get lost in production that hews too closely to the current Top 40 template"". 
Our trained time series forecasting models are the backend for the prediction function, which is taking the user uploaded data from frontend as input and return the required prediction result. We divided the states into five groups, and each group is assigned with one model. In the project, we compare the performance of RNN and LSTM models on each group and select the better one. The RNN model can remember the previous input using its internal memory, which gives it the capability of capturing the pattern of time series. Since our goal is to predict the outbreak’s development at its early stage, the RNN model’s capability draws our attention. However, the RNN model may encounter the vanishing gradient problem which can result in difficulties in updating the parameters of model. Therefore, we also employ LSTM in our experiment, a model commonly used in processing time series that can solve the vanishing gradient problem. The structures of RNN and LSTM models we use are shown in the following figure.
Qasr Ibrahim (Ibrahim Palace) is a historical castle and fort that is located in the north of Alqoat neighborhood, Hofuf, Al-Ahsa, Eastern Province, Saudi Arabia. Besides, it is called the dome Palace, AlQoat Palace or Ibrahim Castle. Ibrahim palace is the main architectural heritage from the Ottoman period of Al-Hofuf that was a Turkish military barracks. After that, the palace was taken and seized by King Abdul-Aziz Al Saud in April 13, 1913 (5th of First Jumada 1331 AH). The palace was constructed with a mosque that has a dome in 1555 (963 AH). During the next century, the palace was enlarged into a castle, prison and Turkish bath. In 2019, the Saudi Commission for Tourism and National Heritage has announced that the procedures of renovation of all parts of the palace have finished. This restoration process included rebuilding the fallen parts, painting the buildings and preparing a main square for the tourism activities and festivals.
Robert Milner ""Rob"" Bradley, Jr. (born August 29, 1973) is an American former professional baseball player. He played in Major League Baseball (MLB) for the Boston Red Sox, Cincinnati Reds, and Chicago White Sox from 1995 to 2006.

Bradley attended the University of Southern California (USC) and played college baseball for the USC Trojans. He was drafted by the Red Sox in the first round of the 1995 MLB draft. Bradley made his MLB debut in 1995 and was a part of the Red Sox team that won the World Series in 2004. He finished his career with a .286 batting average, 243 home runs, and 901 RBIs.

After retiring from baseball, Bradley became a color commentator for MLB on Fox and Fox Sports Midwest. He also works as a coach for the United States national baseball team.
The dataset used by our project is obtained from GitHub open-source database which compile the data released by the New York Times (https://github.com/nytimes/covid[1]19-data). The dataset contains the 56 state-level time series data of daily cumulative number of cases starting from January 21, 2020, when the first cases is reported in Washington. Noticing the fact that no significance outbreak was founded in American Samoa and Northern Mariana Islands, these two states will not be included in out experiment.
",0.3469675599435825
2,"Xian  refers to a person or thing that is in the middle, in between, or at an intermediate stage. It can also mean a place or state of equilibrium or balance. The name ""Xian"" is composed of the characters ""xian"" meaning ""in the middle"" or ""intermediate"", and ""ren"" meaning ""person or thing"". 

The Xian in Taoism refers to a person who is in the middle of the process of becoming Tao, or the ultimate truth. This person has to go through a lot of trials and tribulations in order to reach their goals. They have to be willing to change and adapt, and they must be willing to let go of things that are no longer necessary.
Lower-bound cases: We test with negative number first and our web will identify this error case and return message to ask advice users to modify their inputs. Figure 13 shows an instance. We test our web with 20 randomly generated negative numbers ranging from –1 to –10000. And there are no error cases triggered.
WMML (1230 AM) is a radio station broadcasting a News/Talk format. Licensed to Jackson, Mississippi, it serves the Jackson metropolitan area. The station is currently owned by Jackson Media LLC.

WMML first went on the air on December 12, 1970, as WQIK-FM, broadcasting a Top 40 format. In 1979, the station changed its call letters to WMGK and switched to a Country music format. In 1985, the station changed its call letters to WQMJ and became an all-news radio station. In 2000, WQMJ became WMML and switched to a News/Talk format.
",0.20610687022900764
3,"Robert Milner ""Rob"" Bradley, Jr. (born August 24, 1970 in Green Cove Springs, Florida) is a Republican politician from Florida. He served as a member of the Florida Senate, representing parts of North Central Florida from 2012 until he was term-limited in 2020. History Bradley graduated from the University of Florida with a degree in telecommunications in 1992, and again with a Juris Doctor in 1996. Upon graduating from law school, he worked as an assistant state attorney in the Fourth Judicial Circuit of Florida until 1998, and then worked as a special magistrate for Green Cove Springs. In 2007, Bradley was appointed to the Clay County Commission by then-Governor Charlie Crist following the resignation of previous County Commissioner John E. Thrasher. He was re-elected in 2008 against write-in opposition, winning 96% of the vote. From 2009 to 2012, he served on the St. Johns River State College Board of Trustees, and currently works as the managing partner of Kopelousos, Bradley & Garrison, P.A., a law firm in Orange Park, Florida.
WMML (1230 AM) is a radio station broadcasting a sports format. Licensed to Glens Falls, New York, United States, the station serves the Glens Falls area.  Established in 1959 as WSET, the station is owned by Pamal Broadcasting, through licensee 6 Johnson Road Licenses, Inc., and features programming from Fox Sports Radio. History
What is now WMML began operations in 1959 as WSET, programming a middle of the road format; for a time, the station studios were located in the Queensbury Hotel in Glens Falls. In 1965, WSET changed its call letters to WBZA; the new call letters arose from the station owner's respect for WBZ in Boston. At the time, the station broadcast at 1410 AM with a ""daytime only"" license from the Federal Communications Commission (FCC).  At sunset each day, the station would leave the air until the next day at 6 a.m. In 1971, the format was changed to Top 40. During the later 1970s, WBZA evolved to more of an adult contemporary format, and it eventually changed frequencies to 1230 in late 1982. WBZA flipped formats in 1986 to nostalgia, calling itself ""Real Music"". The WBZA call letters were transferred 1410 AM (which had returned to the air in 1988 under a new license as WSTL) in 1998; at that time, the station changed its call letters to WMML and took on a sports format.
Cimarron is a 1931 pre-Code epic Western film directed by John Ford and starring Henry Fonda and Barbara Stanwyck. The story of Cimarron is set in 1849 in the Texas Territory. John Ringo, a young man of mixed Spanish and American Indian heritage, is falsely accused of murdering a white man. He flees to Mexico and becomes a bandit, but eventually is pardoned by the Mexican government and returns to Texas. There he meets and falls in love with the beautiful Barbara Stanwyck. When Ringo learns that his family is being threatened by the man who falsely accused him, he sets out to find and kill him. Along the way he encounters a group of people who are trying to find their way in a new world – farmers, trappers, outlaws, and cowboys.
",0.0
4,"Jai Bhim  is a 2021 Indian Tamil-language legal drama film directed by T. J. Gnanavel and produced by Jyothika  and Suriya under 2D Entertainment. The film stars Suriya and Lijomol Jose with Manikandan, Rajisha Vijayan, Prakash Raj, Rao Ramesh and others in supporting roles. The film deals with the subject of police bias and state violence against a marginalised community. Based on a true incident in 1995, which involves a case fought by Justice K. Chandru, it revolves around the lives of Sengeni and Rajakannu, a couple from the Irular tribe. Rajakannu was arrested by the police, and was later missing from the police station. Sengeni seeks the help of an advocate Chandru to seek justice for her husband. Following an official announcement in April 2021, the film began principal photography that month, with many sequences being shot in Chennai and Kodaikanal. Production was halted due to the COVID-19 pandemic and filming resumed in July 2021. It was completed that September. The film's cinematography and editing were handled by S. R. Kathir and Philomin Raj respectively. The music and film score is composed by Sean Roldan. The film's title is a reference to the slogan used by followers of B. R. Ambedkar.
The Sony α NEX-7 is a digital camera announced 24 August 2011 by Sony. It is a mirrorless interchangeable lens camera and as such inherits a smaller body form factor than a traditional digital single-lens reflex camera, while still retaining the sensor size and features of an APS-C-sized model. It is targeted at experienced users, enthusiasts and professionals. It is replaced by the ILCE-6000 (α6000). Features Being targeted at experienced users, enthusiasts and professionals, the Sony NEX-7 offers features relevant to them. Mainly, it integrates a 24.3 megapixels APS-C sensor, videos 1920×1080p at 60 frame/s in AVCHD 2 and 10 fps stills shooting. It's built in a robust magnesium alloy and incorporates an XGA OLED electronic viewfinder with 2.4 million dots resolution. The camera's specifications are as follows: 24 megapixel APS-C CMOS image sensor ISO 100-16000 2.4 million dot OLED Electronic View Finder (EVF) Electronic first-curtain shutter (for faster response time) 1080p 60 HD video recording with built-in mic (stereo) Rear screen with tilt feature Built-in flash and alpha hotshoe remote control receiver (infra-red) External mic input
Somewhere Somehow is the fourth studio album by American rock band The Paper Kites, released on September 18, 2016.

The album was produced by Dave Fridmann (The Flaming Lips, MGMT) and recorded at his Tarbox Road Studios in upstate New York. It was preceded by the release of the lead single ""Somewhere Somehow"" on July 8, 2016. 

The album has been widely acclaimed by critics and debuted at number one on the Billboard Top Rock Albums chart. It has also been nominated for a Grammy Award in the Best Rock Album category.
Zhang et al. compared 4 time series models for modeling and predicting the dynamics of epidemic. The models compared are regression model, exponential smoothing model, autoregressive integrated moving average (ARIMA) model, and the support vector machine (SVM) model. The incidence time series of 9 epidemics from 2005 to 2012 collected from Chinese Center for Disease Prevention and Control (CDC) was used in the research.
",0.12237093690248566
5,"Love Season is the debut studio album by jazz pianist Alex Bugnon. It was released in 1988 through Orpheus Records. Recording sessions took place at Presence Studios in East Haven, Connecticut, at Unique Studios, 39th Street Music Studio and Rawlston Recording Studio in New York City. The production was handled by Rahni Song, Poogie Bell and Victor Bailey with executive producer Beau Huggins. The album spawned three singles: ""Piano in the Dark"", ""Going Out"" and ""Yearning for Your Love"". The album peaked at number 127 on the Billboard 200 and at number 34 on the Top R&B/Hip-Hop Albums chart in the United States. Its singles ""Going Out"" and ""Yearning for Your Love"" made it to #83 and #85 respectively on the Hot R&B/Hip-Hop Songs chart. Alex Bugnon received a nomination for Soul Train Music Award for Best Jazz Album in 1990 Soul Train Music Awards, but lost to Quincy Jones' Back on the Block.
We have formed 4 groups of states, and there are 22 states left which can’t be divided into any groups. The following tables show the information of each group. Notice that at this stage we are only splitting the states into groups instead of testing the models, the RRSE here is obtained by evaluating the prediction result on training dataset which is all states in each group.
When doing prediction for a certain region, the input number is required to be larger than 14. Because our model is trained to predict the future time series with past 14-day data points. In that case, we test our web with input from 0 to 13. And all cases are handled by returning messages to advice users to update their inputs (see Fig. 14). However, if no regions are selected to conduct prediction, our web is programmed to show the content normally.
In mathematics, specifically differential calculus, the inverse function theorem gives a sufficient condition for a function to be invertible in a neighborhood of a point in its domain: namely, that its derivative is continuous and non-zero at the point. The theorem also gives a formula for the derivative of the inverse function. In multivariable calculus, this theorem can be generalized to any continuously differentiable, vector-valued function whose Jacobian determinant is nonzero at a point in its domain, giving a formula for the Jacobian matrix of the inverse. There are also versions of the inverse function theorem for complex holomorphic functions, for differentiable maps between manifolds, for differentiable functions between Banach spaces, and so forth. Statement For functions of a single variable, the theorem states that if is a continuously differentiable function with nonzero derivative at the point ; then is invertible in a neighborhood of , the inverse is continuously differentiable, and the derivative of the inverse function at is the reciprocal of the derivative of at :
The Borderland series of urban fantasy novels by New York Times best-selling author Patricia Briggs is set in a world where the border between our world and the Fae realm is permeable and sometimes difficult to spot. The series follows a group of humans and Fae who live and work in this borderland, and their struggles to keep the two worlds separate.

The first book in the series, The Shift, was published in 2004 and tells the story of sheriff Kaylee Sullivan, who is called to investigate a series of disappearances on the other side of the border. As she investigates, she discovers that the Fae are using humans as pawns in a larger game, and she must fight to protect her friends and avert a Fae invasion of her home town.

The Borderland series has been praised for its well-developed characters and its intricate plot. Fans of urban fantasy novels are sure to enjoy the series, which is suitable for all ages.
",0.23501577287066247
6,"Forecasting the developing trend of COVID-19 has become a hot topic nowadays. However, two problem exits during training the models on the time series: At the early stage of an outbreak, the limited data are not enough to train a capable model. The outbreak in different regions may have different developing patterns, therefore a single model can’t simulate the pandemic spread in all regions well. Our project aims at providing solution to these problems. Using the time series forecasting models, we propose an approach to predict the trend of an outbreak using data from outbreak in other regions, develop an algorithm for grouping regions sharing similar developing pattern of a pandemic. Our experiments show that our proposed methods can effectively handle those challenges and give decent prediction results. In addition, we build a web application backed by our novel prediction algorithms. The web UI features interactive charts and maps, enabling users to have a clear picture of the ongoing situation of the pandemic.
Plutopia: Nuclear Families, Atomic Cities, and the Quest for a Perfect Future is a book by Kirkpatrick Sale about the history of ideas about the future, from utopianism to post-apocalyptic fiction.

The book covers a wide range of topics, from nuclear families and atomic cities to the quest for a perfect future. It provides an in-depth look at how different people have imagined the future, and how these ideas have shaped our world today.

Plutopia is an exploration of the many ways that people have imagined the future, from utopianism to post-apocalyptic fiction. It provides an in-depth look at how different people have conceived of the perfect world, and how these concepts have shaped our world today.
We repeated the tests above under multiple cases where different time period is input by users. There were no errors that had happened.
Melvin Henry Roberts (January 18, 1943 – October 17, 1995) was an American professional baseball player. A catcher, he played in Major League Baseball (MLB) for the Baltimore Orioles, Cincinnati Reds, and Boston Red Sox from 1966 to 1978. Roberts was born in Memphis, Tennessee and attended Booker T. Washington High School in Memphis. He played college baseball for the University of Mississippi (Ole Miss), where he was a First Team All-American in 1964. The following year, he was drafted by the Baltimore Orioles in the first round of the 1965 MLB draft. Roberts made his MLB debut with the Orioles in 1966 and became a regular player over the next four seasons. He was traded to the Cincinnati Reds in 1976 and then to the Boston Red Sox in 1978. In 1979, he was named an All-Star for the first time. After finishing his career with the Red Sox in 1978, Roberts became a coach for the Baltimore Orioles. He died of cancer at age 50 in 1995.
",0.3974358974358974
7,"We first test our input section with mainly three kinds of input, that is lower-bound inputs, upper-bound inputs, and inputs within the bounds.
FORGE is a United States-based nonprofit organization that works with displaced communities in Africa. FORGE was founded by Stanford University graduate Kjerstin Erickson at the age of 20 in 2003. Since its founding, FORGE has implemented over seventy community development projects that have served more than 70,000 refugees in four refugee camps in Zambia and Botswana. An official Operating Partner of the United Nations refugee agency (UNHCR), FORGE works in Zambia, hand-in-hand with refugees from the Democratic Republic of Congo, Angola, Rwanda, Burundi, and Sudan. FORGE’s Mission FORGE aims to build upon the capacity of African refugees to cultivate empowered communities and to create the conditions for peace and prosperity in their countries. FORGE believes that individuals affected by war are a key factor to breaking the cycle of war and poverty in Africa. Instead of providing relief work for refugees, FORGE aims at providing education and training to refugees in order to empower them with greater economic and leadership capacity. There are five main project areas that FORGE is now working on: Education, Economic Development, Health Education, Women’s Empowerment and Community Enrichment.
The Borderland series of urban fantasy novels and stories were created for teenage readers by author Terri Windling. Most of the series is set in Bordertown, a dystopian city near the border between ""the Elflands"" and ""The World"". The series consists of five anthologies and three novels. The series has spawned fan groups, gaming groups, costumed events (such as the Borderzone parties in Los Angeles), and was discussed in The Fence and the River: Culture and Politics at the US-Mexico Border by Claire F. Fox. Bordertown is the name of the shared universe created by Terri Windling, and a fictional place within that universe. The premise of the Borderland books is that the ""Elflands"" - a realm of magic populated by post-Tolkien elves have ""returned"" to ""The World"". The region of juxtaposition of the Elflands and the World includes Bordertown or ""B-Town"", and the ""Borderlands"" which lie between Bordertown and the World.  In the liminal environment of Bordertown and its environs, neither magic nor technology functions ""normally"", and unpredictable combinations of the two may emerge.
",0.06005221932114883
8,"Jai Bhim  is a 2021 Indian Tamil-language legal drama film directed by T. J. Gnanavel and produced by Jyothika  and Suriya under 2D Entertainment. The film stars Suriya and Lijomol Jose with Manikandan, Rajisha Vijayan, Prakash Raj, Rao Ramesh and others in supporting roles. The film deals with the subject of police bias and state violence against a marginalised community. Based on a true incident in 1995, which involves a case fought by Justice K. Chandru, it revolves around the lives of Sengeni and Rajakannu, a couple from the Irular tribe. Rajakannu was arrested by the police, and was later missing from the police station. Sengeni seeks the help of an advocate Chandru to seek justice for her husband. Following an official announcement in April 2021, the film began principal photography that month, with many sequences being shot in Chennai and Kodaikanal. Production was halted due to the COVID-19 pandemic and filming resumed in July 2021. It was completed that September. The film's cinematography and editing were handled by S. R. Kathir and Philomin Raj respectively. The music and film score is composed by Sean Roldan. The film's title is a reference to the slogan used by followers of B. R. Ambedkar.
Hatanpää is a district in Tampere, Finland, located in the southern part of the city center on the shores of Lake Pyhäjärvi. Hatanpää is actually a peninsula that protrudes towards the lake, leaving the waters of Viinikanlahti Bay to the north and Vihilahti Bay to the south. The area is named after Hatanpää Manor, whose land from Härmälä to Sääksjärvi and Nekala was bought for the city in 1913. Administratively, the area has belonged to the city since 1920. In 2014, the population of the area was measured as 2,686 inhabitants. Hatanpää is a well-known district because of its many significant sites, including Hatanpää Manor, Hatanpää Park and Hatanpää Arboretum, primary school and high school, and TAYS' second large hospital area, Hatanpää Hospital, as well as a large number of car dealerships and industry. The busy Hatanpää Highway (Hatanpään valtatie), which branches off from Hämeenkatu, leads directly to the area, sideways to the bus station and Viinikanlahti, and strongly divides it in two. On the east side of the road there are industry and car shops, on the west side and closer to the center there are large office buildings and further south the residential area bordering Hatanpää Park. Several IT companies are located in former houses of Nokia in Hatanpää and in former Sarvis properties. In the vicinity of the office buildings is the Viinikka's wastewater treatment plant, which causes local odor nuisances. However, odor nuisances do not affect residential and park areas.
We repeated the tests above under multiple cases where different time period is input by users. There were no errors that had happened.
In computer science and mathematics, a full employment theorem is a theorem stating that for any given set of available resources, there exists a unique unemployment equilibrium in which there are no unemployed people.

The full employment theorem is a result of the theory of market equilibrium and was first proposed by Pareto in 1895. The theorem states that if the market has the ability to create full employment, then there will be no unemployment.

There are a few conditions that must be met for the theorem to hold:
1) There must be enough resources available to meet demand.
2) The market must be able to create jobs at the same rate as people enter and leave the workforce.
3) The rate at which jobs are created must be equal to the rate at which people want to work.
",0.037953795379537955
9,"Love Season is the debut studio album by jazz pianist Alex Bugnon. It was released in 1988 through Orpheus Records. Recording sessions took place at Presence Studios in East Haven, Connecticut, at Unique Studios, 39th Street Music Studio and Rawlston Recording Studio in New York City. The production was handled by Rahni Song, Poogie Bell and Victor Bailey with executive producer Beau Huggins. The album spawned three singles: ""Piano in the Dark"", ""Going Out"" and ""Yearning for Your Love"". The album peaked at number 127 on the Billboard 200 and at number 34 on the Top R&B/Hip-Hop Albums chart in the United States. Its singles ""Going Out"" and ""Yearning for Your Love"" made it to #83 and #85 respectively on the Hot R&B/Hip-Hop Songs chart. Alex Bugnon received a nomination for Soul Train Music Award for Best Jazz Album in 1990 Soul Train Music Awards, but lost to Quincy Jones' Back on the Block.
The Raven's Claw is an all-male senior honorary society at Dickinson College. It was founded in 1896, making it the first society unique to Dickinson College and one of the oldest in the country. Membership is limited to seven senior men who are selected by the seven previous members. The new members are chosen based on a variety of factors, which are speculated to include: campus leadership, a solid academic record, and athletic participation. While those are often the factors associated with membership in the Raven's Claw Society, no one knows for certain how or why members are selected. Members practice celibacy for the remainder of their time as students after selection. New members are inducted in a ""Tapping Ceremony"" which is held on the ""Old Stone Steps of Old West."" The ceremony is traditionally conducted during commencement weekend. They are called ""claws"" or ""white hats"", denoting the white caps they wear around campus to signify unity and loyalty on certain days throughout the year. History 
",0.0
